,AV,Cmp%,DOB,End_Year,FF,FGA,FGM,FantPt,G,GS,Int,Player,Pos,QBrec,Rec,Ret,Rt,Rush,Sk,Start_Year,TD,Tkl,XPA,XPM,Y/A,Y/R,Yds,Draft_Pick,Draft_Round,Draft_Year,position_group,injured_pct
1872,44,,1982-08-09,2014,,,,,128,,,Danieal Manning,DB,,,,129,,,2006,1,,,,,,3370,42,2,2008,DB,0.18
1873,1,,1992-03-02,2015,,,,,7,2,,Dion Bailey,FS,,,,,,,2015,,,,,,,,,,,DB,0.38
1874,1,,1992-06-25,2016,,,,19.6,4,,,Kevin White,WR,,19,,,,,2016,0,,,,,9.8,187,,,,WR,0.84
1875,13,56.0,1989-10-15,2016,,,,425.3,43,,37,Blaine Gabbert,QB,9-31-0,,,,,,2011,38,,,,6.0,,7351,10,1,2008,QB,0.34
1876,18,,1987-01-31,2013,4,,,,54,,,Pat Angerer,LB,,,,,,2.5,2010,,184,,,,,,63,2,2008,LB,0.14
1877,13,59.5,1984-08-24,2012,,,,285.4,34,,25,Kevin Kolb,QB,9-12-0,,,,,,2007,28,,,,6.9,,5206,36,2,2008,QB,0.55
1878,2,,1992-09-23,2016,,,,,17,,,Rashad Greene,WR,,,39,,,,2015,1,,,,,,432,139,5,2008,WR,0.41
1879,32,,1987-08-19,2016,,,,,109,,9,Patrick Chung,DB,,,,,,,2009,1,,,,,,139,34,2,2008,DB,0.2
1880,3,,1986-04-09,2010,,,,47.1,21,,,Mike Hart,RB,,,,,71,,2008,2,,,,3.7,,264,202,6,2008,RB,0.25
1881,10,,1987-12-17,2016,,,,,56,,,Shiloh Keo,DB,,,5,,,,2011,0,,,,,,32,144,5,2008,DB,0.09
1882,2,,1987-12-01,2013,1,,,,24,,,Chris Neild,NT,,,,,,2.0,2011,,8,,,,,,253,7,2008,DL,0.66
1883,37,,1984-01-14,2015,,,,,112,,17,Brandon Meriweather,DB,,,,,,,2007,1,,,,,,326,24,1,2008,DB,0.08
1884,9,,1993-01-20,2016,,,,165.8,30,,,DeVante Parker,WR,,82,,,,,2015,7,,,,,15.1,1238,14,1,2008,WR,0.06
1885,26,,1990-03-12,2016,,,,394.7,58,,,Marvin Jones,WR,,189,,,,,2012,19,,,,,14.1,2659,166,5,2008,WR,0.24
1886,3,,1987-03-15,2014,,,,,28,4,,Jerrell Powe,DL,,,,,,,2011,,,,,,,,199,6,2008,DL,0.0
1887,1,,1990-12-17,2016,,,,11.9,14,,,Jared Abbrederis,WR,,10,,,,,2015,0,,,,,11.9,119,,,,WR,0.56
1888,35,,1990-11-20,2016,,,,,48,48,,Zack Martin,OT,,,,,,,2014,,,,,,,,16,1,2008,OL,0.0
1889,1,,1988-12-14,2012,,,,13.8,14,,,Brandon Saine,RB,,10,,,18,,2011,0,,,,3.8,6.9,69,,,,RB,0.34
1890,5,,1991-12-01,2016,,,,,47,6,,Dontae Johnson,FS,,,,,,,2014,,,,,,,,129,4,2008,DB,0.0
1891,9,,1988-12-22,2016,,,,,27,17,,Menelik Watson,OT,,,,,,,2013,,,,,,,,42,2,2008,OL,0.52
1893,0,,1988-04-08,2012,,,,,2,,,Keith Williams,OL,,,,,,,2012,,,,,,,,,,,OL,0.0
1894,4,,1984-10-18,2012,,,,,44,8,,Xavier Adibi,LB,,,,,,,2008,,,,,,,,118,4,2008,LB,0.16
1895,79,,1986-12-01,2016,,,,1197.9,127,,,DeSean Jackson,WR,,498,,,,,2008,46,,,,,17.7,8819,49,2,2008,WR,0.12
1896,0,,1990-11-05,2013,,,,,16,1,,Nick Kasa,TE,,,,,,,2013,,,,,,,,172,6,2008,TE,0.5
1899,8,61.3,1985-06-20,2014,,,,143.3,53,,11,Matt Flynn,QB,3-4-0,,,,,,2008,17,,,,7.1,,2541,209,7,2008,QB,0.03
1900,60,,1986-04-14,2016,,,,,98,98,,Max Unger,C,,,,,,,2009,,,,,,,,49,2,2008,OL,0.38
1901,5,,1991-02-17,2016,,,,,29,5,,Ed Stinson,DE,,,,,,,2014,,,,,,,,160,5,2008,DL,0.21
1902,31,,1987-06-19,2013,,,,725.1,72,,,Rashard Mendenhall,RB,,,,,1081,,2008,37,,,,3.9,,4236,23,1,2008,RB,0.04
1903,3,,1993-03-10,2016,,,,,13,7,,Ty Sambrailo,OT,,,,,,,2015,,,,,,,,59,2,2008,OL,0.47
1904,43,,1987-07-14,2016,,,,,123,,12,Sean Smith,DB,,,,,,,2009,1,,,,,,218,61,2,2008,DB,0.01
1905,20,,1986-01-04,2011,,,,368.4,45,,,Steve Slaton,RB,,,,,442,,2008,13,,,,4.3,,1896,89,3,2008,RB,0.16
1906,4,,1990-10-05,2016,,,,,29,8,,Sam Barrington,ILB,,,,,,,2013,,,,,,,,232,7,2008,LB,0.52
1907,60,,1986-04-08,2016,30,,,,136,,,Cliff Avril,DE,,,,,,73.0,2008,,213,,,,,,92,3,2008,DL,0.06
1908,3,,1993-11-15,2016,1,,,,24,,,Arik Armstead,DE,,,,,,4.5,2015,,23,,,,,,17,1,2008,DL,0.25
1909,0,,1994-10-19,2016,,,,,1,,,Alex Carter,CB,,,,,,,2016,,,,,,,,,,,DB,1.0
1910,24,,1985-05-06,2012,,,,334.1,64,,,Steve Smith,WR,,245,,,,,2007,12,,,,,10.8,2641,51,2,2008,WR,0.19
1912,5,,1981-02-28,2011,2,,,,35,,,Eric Moore,DE,,,,,,4.0,2005,,31,,,,,,186,6,2008,DL,0.0
1913,79,,1983-11-19,2016,,,,,166,,43,DeAngelo Hall,DB,,,,,,,2004,5,,,,,,838,8,1,2008,DB,0.3
1915,6,,1992-03-27,2016,,,,,31,13,,Josh Shaw,CB,,,,,,,2015,,,,,,,,120,4,2008,DB,0.06
1916,0,,1987-04-23,2010,,,,,3,,,Lee Robinson,LB,,,,,,,2010,,,,,,,,,,,LB,0.06
1917,5,,1986-12-18,2012,,,,,39,7,,Ron Brace,DT,,,,,,,2009,,,,,,,,40,2,2008,DL,0.23
1918,13,,1991-06-24,2016,3,,,,37,,,Devon Kennard,OLB,,,,,,5.5,2014,,110,,,,,,174,5,2008,LB,0.31
1920,6,51.7,1984-07-20,2010,,,,127.0,20,,5,Troy Smith,QB,4-4-0,,,,,,2007,8,,,,7.4,,1734,174,5,2008,QB,0.09
1921,3,,1988-04-30,2014,,,,,13,,3,Robert Lester,S,,,,,,,2013,0,,,,,,5,,,,DB,0.12
1922,1,,1985-12-30,2014,,,,24.7,36,,,Jalen Parmele,RB,,,,,48,,2008,0,,,,3.9,,187,176,6,2008,RB,0.31
1924,19,,1980-02-22,2011,,,,280.8,113,,,Arnaz Battle,WR,,178,,,,,2003,11,,,,,12.1,2150,197,6,2008,WR,0.15
1925,0,,1991-02-15,2013,,,,,4,,,Ryan Spadola,WR,,,,,,,2013,,,,,,,,,,,WR,1.0
1926,49,,1989-07-10,2016,7,,,,96,,,Cameron Jordan,DE,,,,,,46.5,2011,,191,,,,,,24,1,2008,DL,0.0
1927,13,,1991-03-22,2016,,,,,41,28,,Brian Schwenke,C,,,,,,,2013,,,,,,,,107,4,2008,OL,0.35
1928,21,,1982-12-10,2013,,,,,110,,3,Tim Dobbins,LB,,,,,,,2006,0,,,,,,24,151,5,2008,LB,0.11
1930,26,,1989-12-13,2016,4,,,,77,,,Courtney Upshaw,OLB,,,,,,5.5,2012,,124,,,,,,35,2,2008,LB,0.0
1931,8,,1985-10-20,2012,,,,,42,,,Alphonso Smith,DB,,,11,,,,2009,0,,,,,,49,37,2,2008,DB,0.17
1932,10,,1982-06-03,2010,,,,,40,,5,Tye Hill,DB,,,,,,,2006,1,,,,,,82,15,1,2008,DB,0.0
1933,5,,1988-12-17,2016,,,,,62,,2,Eddie Pleasant,SS,,,,,,,2012,0,,,,,,-1,,,,DB,0.03
1934,0,,1987-06-08,2014,,,,37.2,62,,,John Conner,RB,,,,,27,,2010,2,,,,4.0,,108,139,5,2008,RB,0.04
1936,29,,1979-09-21,2012,3,,,,100,,,Brady Poppinga,LB,,,,,,5.0,2005,,225,,,,,,125,4,2008,LB,0.25
1937,24,,1987-12-29,2016,1,,,,65,,,Sean Weatherspoon,LB,,,,,,8.0,2010,,246,,,,,,19,1,2008,LB,0.4
1938,35,,1985-03-26,2016,,,,668.1,93,,,Rashad Jennings,RB,,,,,930,,2009,23,,,,4.1,,3772,250,7,2008,RB,0.33
1939,2,,1981-07-06,2010,,,,84.4,101,,,Mike Karney,FB,,64,,,47,,2004,5,,,,2.1,5.1,99,156,5,2008,FB,0.09
1940,9,,1984-10-07,2013,,,,,58,12,,Tavares Gooden,LB,,,,,,,2008,,,,,,,,71,3,2008,LB,0.23
1941,37,,1984-05-19,2016,,,,581.4,154,,,Marcedes Lewis,TE,,351,,,,,2006,28,,,,,11.9,4184,28,1,2008,TE,0.22
1942,67,,1991-04-20,2016,,,,,71,,12,Luke Kuechly,ILB,,,,,,,2012,1,,,,,,119,9,1,2008,LB,0.12
1943,32,,1989-01-13,2016,,,,,90,,9,Morgan Burnett,DB,,,,,,,2010,0,,,,,,52,71,3,2008,DB,0.23
1944,1,,1988-03-02,2013,,,,,18,,,Chris Rainey,RB,,,,45,,,2012,0,,,,,,1166,159,5,2008,RB,0.19
1946,19,,1992-12-24,2016,,,,290.6,45,,,Davante Adams,WR,,163,,,,,2014,16,,,,,11.8,1926,53,2,2008,WR,0.06
1949,31,,1987-11-30,2016,,,,,93,,13,Nate Allen,DB,,,,,,,2010,0,,,,,,169,37,2,2008,DB,0.2
1950,5,,1988-06-15,2014,,,,,40,12,,Sione Fua,DL,,,,,,,2011,,,,,,,,97,3,2008,DL,0.25
1951,7,,1992-09-23,2016,0,,,,31,,,Tyeler Davison,DT,,,,,,1.5,2015,,19,,,,,,154,5,2008,DL,0.06
1952,2,,1990-06-14,2016,,,,,21,1,,T.J. Barnes,DT,,,,,,,2014,,,,,,,,,,,DL,0.0
1953,25,,1981-09-24,2010,5,,,,74,,,Antwan Odom,DE,,,,,,23.5,2004,,96,,,,,,57,2,2008,DL,0.56
1956,3,,1986-07-03,2016,,,,58.9,132,,,Jerome Felton,RB,,50,,,55,,2008,0,,,,3.2,8.4,421,146,5,2008,RB,0.02
1957,1,,1989-04-30,2012,,,,24.8,17,,,Armando Allen,RB,,,,,42,,2011,1,,,,4.1,,172,,,,RB,0.06
1958,0,,1990-03-10,2012,,,,,,,,Greg Childs,WR,,,,,,,2012,,,,,,,,134,4,2008,WR,1.0
1959,1,,1990-03-29,2016,0,,,,22,,,Lavar Edwards,DE,,,,,,2.0,2013,,14,,,,,,142,5,2008,DL,0.06
1960,42,,1982-04-22,2013,,,,,118,,,Geoff Hangartner,C,,,,3,,,2005,0,,,,,,42,169,5,2008,OL,0.12
1961,6,,1993-07-21,2016,,,,,25,7,,Cyrus Kouandjio,OT,,,,,,,2014,,,,,,,,44,2,2008,OL,0.12
1963,21,,1987-01-10,2016,,,,,81,,,Perrish Cox,DB,,,16,,,,2010,0,,,,,,59,137,5,2008,DB,0.1
1964,31,,1985-11-15,2015,,,,,95,,11,Charles Godfrey,DB,,,,,,,2008,1,,,,,,179,67,3,2008,DB,0.26
1965,62,,1982-02-13,2012,,,,1172.6,134,,,Michael Turner,RB,,,,,1639,,2004,66,,,,4.5,,7338,154,5,2008,RB,0.08
1966,12,,1987-10-29,2014,,,,261.2,52,,,Daniel Thomas,RB,,,,,409,,2011,10,,,,3.6,,1480,62,2,2008,RB,0.14
1967,2,,1986-12-19,2010,,,,27.1,16,,,Tyrell Sutton,RB,,18,,,25,,2009,0,,,,5.6,7.3,132,,,,RB,0.19
1968,20,,1985-09-15,2015,20,,,,80,,4,Chris Clemons,DB,,,,,,69.0,2009,0,200,,,,,29,165,5,2008,DB,0.15
1969,22,,1985-03-15,2016,,,,339.0,130,,,Jacob Tamme,TE,,259,,,,,2008,14,,,,,9.9,2570,127,4,2008,TE,0.08
1970,12,,1988-07-21,2016,,,,,61,18,,Jah Reid,OT,,,,,,,2011,,,,,,,,85,3,2008,OL,0.23
1971,7,,1989-07-27,2015,,,,103.3,47,,,T.J. Graham,WR,,61,,,,,2012,4,,,,,13.0,794,69,3,2008,WR,0.0
1972,15,,1991-02-05,2016,,,,286.9,32,,,Kelvin Benjamin,WR,,136,,,,,2014,16,,,,,14.3,1949,28,1,2008,WR,0.5
1973,92,,1983-01-14,2016,,,,1269.1,155,,,Vincent Jackson,WR,,540,,,,,2005,57,,,,,16.8,9080,61,2,2008,WR,0.17
1974,5,,1986-05-21,2015,,,,69.1,34,,,Ricardo Lockette,WR,,22,,,,,2011,4,,,,,20.5,451,,,,WR,0.5
1975,1,,1986-02-02,2010,,,,,11,1,,Trevard Lindley,DB,,,,,,,2010,,,,,,,,105,4,2008,DB,0.0
1976,15,,1992-08-31,2016,2,,,,48,,,Christian Kirksey,OLB,,,,,,8.0,2014,,174,,,,,,71,3,2008,LB,0.0
1977,18,60.6,1983-10-30,2012,,,,324.4,38,,30,Trent Edwards,QB,14-19-0,,,,,,2007,26,,,,6.5,,6033,92,3,2008,QB,0.16
1978,10,,1989-01-16,2014,1,,,,64,,,Casey Matthews,LB,,,,,,2.5,2011,,79,,,,,,116,4,2008,LB,0.33
1979,0,,1986-09-29,2012,,,,,,,,Zac Robinson,QB,,,,,,,2012,,,,,,,,,,,QB,1.0
1980,20,,1988-07-06,2016,5,,,,65,,,Adrian Clayborn,DL,,,,,,21.0,2011,,107,,,,,,20,1,2008,DL,0.2
1981,1,,1992-09-02,2016,,,,23.8,13,,,Xavier Grimble,TE,,11,,,,,2016,2,,,,,10.7,118,,,,TE,0.19
1982,70,,1986-12-27,2016,,,,1321.7,103,,,Jamaal Charles,RB,,,,,1332,,2008,43,,,,5.5,,7260,73,3,2008,RB,0.31
1983,51,,1978-06-10,2011,14,,,,152,,,Raheem Brock,DE,,,,,,40.5,2002,,255,,,,,,238,7,2008,DL,0.0
1984,34,,1987-04-07,2016,,,,482.0,117,,,Jared Cook,TE,,303,,,,,2009,17,,,,,12.8,3880,89,3,2008,TE,0.08
1985,13,,1993-08-06,2016,,,,246.0,41,,,Donte Moncrief,WR,,126,,,,,2014,16,,,,,11.8,1484,90,3,2008,WR,0.12
1986,11,,1979-12-03,2011,,,,,154,,,Rock Cartwright,FB,,,,231,,,2002,1,,,,,,5450,257,7,2008,FB,0.06
1989,22,,1988-05-11,2016,3,,,,79,,,Stephen Paea,DT,,,,,,14.0,2011,,73,,,,,,53,2,2008,DL,0.19
1990,8,,1987-09-24,2015,,,,173.4,96,,,Anthony Dixon,RB,,,,,274,,2010,11,,,,3.4,,934,173,6,2008,RB,0.0
1991,5,,1986-01-03,2012,,,,68.1,33,,,Sammie Stroughter,WR,,60,,,,,2009,1,,,,,10.7,639,233,7,2008,WR,0.33
1992,66,,1977-02-04,2011,15,,,,165,,,James Hall,DE,,,,,,63.0,2000,,413,,,,,,,,,DL,0.04
1993,1,,1991-11-02,2015,,,,,13,,,Tavaris Barnes,DE,,,,,,,2015,,,,,,,,,,,DL,1.0
1995,8,52.9,1983-01-27,2014,,,,212.4,37,,24,Bruce Gradkowski,QB,6-14-0,,,,,,2006,21,,,,5.7,,4057,194,6,2008,QB,0.6
1996,21,,1991-01-26,2016,1,,,,53,,,T.J. McDonald,FS,,,,,,5.0,2013,,215,,,,,,71,3,2008,DB,0.23
1997,19,,1990-01-01,2016,4,,,,56,,,Kenny Vaccaro,FS,,,,,,6.0,2013,,235,,,,,,15,1,2008,DB,0.09
1998,49,,1988-08-16,2016,19,,,,96,,,Ryan Kerrigan,DE,,,,,,58.5,2011,,240,,,,,,16,1,2008,DL,0.0
2000,37,,1986-07-11,2015,0,,,,91,,,B.J. Raji,DT,,,,,,11.0,2009,,104,,,,,,9,1,2008,DL,0.26
2001,0,,1988-06-27,2013,,,,14.3,29,,,Nate Byham,TE,,11,,,,,2010,1,,,,,7.5,83,182,6,2008,TE,0.62
2002,4,,1990-04-28,2016,1,,,,31,,,Jerel Worthy,DT,,,,,,2.5,2012,,16,,,,,,51,2,2008,DL,0.35
2003,7,,1984-06-16,2013,,,,,72,5,,Bryan Kehl,LB,,,,,,,2008,,,,,,,,123,4,2008,LB,0.29
2004,27,,1983-07-23,2012,,,,,101,,12,Kelvin Hayden,DB,,,,,,,2005,3,,,,,,256,60,2,2008,DB,0.55
2005,26,,1985-07-21,2012,,,,,56,,10,Tanard Jackson,DB,,,,,,,2007,2,,,,,,196,106,4,2008,DB,0.08
2006,17,,1991-09-23,2016,,,,,48,34,,Zach Fulton,OG,,,,,,,2014,,,,,,,,193,6,2008,OL,0.0
2007,70,,1984-07-28,2015,7,,,,140,,,DeMeco Ryans,LB,,,,,,13.5,2006,,735,,,,,,33,2,2008,LB,0.25
2008,19,,1980-08-31,2011,,,,309.0,133,,,Donald Lee,TE,,209,,,,,2003,19,,,,,9.5,1990,156,5,2008,TE,0.19
2009,10,,1985-02-16,2013,4,,,,68,,,Larry Grant,LB,,,,,,5.0,2008,,54,,,,,,214,7,2008,LB,0.0
2010,7,,1990-11-11,2015,,,,106.9,38,,,Stedman Bailey,WR,,59,,,,,2013,2,,,,,14.3,843,92,3,2008,WR,0.25
2011,10,,1993-03-07,2016,,,,162.7,20,,,Matt Jones,RB,,,,,243,,2015,6,,,,3.9,,950,95,3,2008,RB,0.12
2012,0,,1991-08-23,2015,,14,10,,8,,,Zach Hocker,K,,,,,,,2015,,,13,12,,,,,,,ST,0.06
2014,1,,1988-02-05,2013,,,,24.6,27,,,Lestar Jean,WR,,10,,,,,2012,1,,,,,18.6,186,,,,WR,0.56
2015,36,,1980-12-27,2011,,,,557.4,109,,,Bernard Berrian,WR,,288,,,,,2004,24,,,,,14.3,4122,78,3,2008,WR,0.06
2016,13,,1989-11-15,2016,4,,,,61,,,Devin Taylor,DE,,,,,,15.0,2013,,70,,,,,,132,4,2008,DL,0.0
2017,30,,1983-05-16,2010,,,,,79,,,Ellis Hobbs,DB,,,,141,,,2005,3,,,,,,3739,84,3,2008,DB,0.5
2018,2,,1993-08-05,2016,,,,,15,1,,Martrell Spaight,OLB,,,,,,,2015,,,,,,,,141,5,2008,LB,0.53
2019,8,,1991-05-11,2015,,,,,46,16,,Demetrius McCray,CB,,,,,,,2013,,,,,,,,210,7,2008,DB,0.03
2020,7,,1991-06-05,2016,,,,,26,18,,Oday Aboushi,OT,,,,,,,2014,,,,,,,,,,,OL,0.08
2021,2,,1981-11-06,2010,,,,,15,6,,Anthony Bryant,DT,,,,,,,2005,,,,,,,,178,6,2008,DL,0.12
2022,7,,1993-08-06,2015,,,,152.8,25,,,Tre Mason,RB,,,,,254,,2014,5,,,,3.8,,972,75,3,2008,RB,0.12
2023,10,,1989-09-07,2016,,,,,70,19,,Robert Blanton,CB,,,,,,,2012,,,,,,,,139,5,2008,DB,0.11
2024,49,,1979-08-17,2010,,,,592.4,143,,,Antwaan Randle El,WR,,370,,,,,2002,15,,,,,12.1,4467,62,2,2008,WR,0.0
2025,18,,1989-08-01,2016,1,,,,66,,,Shea McClellin,DE,,,,,,8.5,2012,,114,,,,,,19,1,2008,DL,0.16
2026,69,61.6,1978-02-14,2010,,,,1126.2,86,,54,David Garrard,QB,39-37-0,,,,,,2002,89,,,,7.0,,16003,108,4,2008,QB,0.16
2028,3,,1994-01-22,2016,,,,,22,2,,Darius Philon,DT,,,,,,,2015,,,,,,,,192,6,2008,DL,0.44
2029,16,,1992-10-17,2016,,,,233.9,30,,,Willie Snead,WR,,141,,,,,2015,7,,,,,13.3,1879,,,,WR,0.06
2030,0,,1984-02-28,2011,,,,3.0,11,,,Manase Tonga,FB,,3,,,,,2011,0,,,,,6.0,18,,,,FB,0.06
2031,15,,1993-04-13,2016,,,,284.9,27,,,Melvin Gordon,RB,,,,,438,,2015,10,,,,3.7,,1638,15,1,2008,RB,0.09
2032,52,,1986-01-27,2016,4,,,,135,,,Kendall Langford,DE,,,,,,22.5,2008,,208,,,,,,66,3,2008,DL,0.14
2033,2,,1990-11-29,2015,,,,,32,1,,Lamin Barrow,ILB,,,,,,,2014,,,,,,,,156,5,2008,LB,0.0
2034,3,,1990-04-23,2016,1,,,,37,,,Winston Guy,DB,,,,,,2.0,2012,,35,,,,,,181,6,2008,DB,0.06
2035,33,,1977-03-23,2011,,,,581.1,144,,,Sammy Morris,RB,,,,,736,,2000,26,,,,4.1,,3053,156,5,2008,RB,0.25
2037,0,,1990-09-26,2016,,,,,6,,,Gabe Ikard,C,,,,,,,2015,,,,,,,,,,,OL,1.0
2038,66,,1987-12-25,2016,,,,1070.0,101,,,Demaryius Thomas,WR,,546,,,,,2010,52,,,,,14.1,7704,22,1,2008,WR,0.1
2040,3,,1992-03-03,2016,,,,,21,6,,Andrew Donnal,OT,,,,,,,2015,,,,,,,,119,4,2008,OL,0.38
2041,32,,1987-12-31,2016,5,,,,87,,,Jared Odrick,DT,,,,,,23.0,2010,,136,,,,,,28,1,2008,DL,0.22
2042,3,,1988-11-04,2015,,,,32.7,17,,,Nick Toon,WR,,21,,,,,2012,1,,,,,13.5,283,122,4,2008,WR,0.5
2043,2,,1987-05-26,2016,,,,,46,3,,Crezdon Butler,DB,,,,,,,2010,,,,,,,,164,5,2008,DB,0.33
2044,8,,1990-12-05,2014,,,,115.8,21,,,Montee Ball,RB,,,,,175,,2013,5,,,,4.2,,731,58,2,2008,RB,0.69
2045,24,,1981-12-12,2012,4,,,,125,,,Spencer Johnson,DT,,,,,,14.0,2004,,216,,,,,,,,,DL,0.05
2047,12,57.1,1983-05-11,2012,,,,190.6,33,,21,Matt Leinart,QB,8-10-0,,,,,,2006,15,,,,6.3,,4065,10,1,2008,QB,0.44
2048,73,,1989-05-07,2016,,,,,107,,23,Earl Thomas,DB,,,,,,,2010,1,,,,,,295,14,1,2008,DB,0.08
2049,0,,1987-12-04,2012,,,,,,,,Mario Fannin,RB,,,,,,,2012,,,,,,,,,,,RB,1.0
2050,66,,1990-06-27,2016,2,,,,72,,,Bobby Wagner,ILB,,,,,,14.0,2012,,410,,,,,,47,2,2008,LB,0.17
2051,7,,1986-06-16,2012,0,,,,40,,,Gerald McRath,LB,,,,,,1.5,2009,,79,,,,,,130,4,2008,LB,0.12
2052,21,,1992-10-20,2016,,,,494.5,47,,,Jeremy Hill,RB,,,,,667,,2014,29,,,,4.1,,2757,55,2,2008,RB,0.02
2053,6,,1989-02-24,2014,0,,,,24,,,D.J. Smith,LB,,,,,,2.0,2011,,62,,,,,,186,6,2008,LB,0.62
2054,7,,1986-10-15,2012,,,,,46,,,Kentwan Balmer,DT,,,,7,,,2008,0,,,,,,54,29,1,2008,DL,0.31
2055,0,,1991-01-14,2015,,,,,4,,,Justice Cunningham,TE,,,,,,,2013,,,,,,,,254,7,2008,TE,0.06
2057,77,,1983-09-21,2015,,,,1214.0,143,,,Greg Jennings,WR,,571,,,,,2006,64,,,,,14.5,8291,52,2,2008,WR,0.11
2058,3,,1990-03-05,2014,0,,,,26,,,Dion Jordan,DE,,,,,,3.0,2013,,39,,,,,,3,1,2008,DL,0.35
2059,1,,1990-10-01,2015,,,,,19,,,Dezmen Southward,SS,,,,,,,2014,,,,,,,,68,3,2008,DB,0.0
2060,4,,1988-08-25,2016,,,,82.2,29,,,Greg Salas,WR,,50,,,,,2011,1,,,,,14.1,704,112,4,2008,WR,0.35
2061,10,,1985-02-20,2012,,,,157.8,54,,,Jason Hill,WR,,78,,,,,2007,9,,,,,13.4,1043,76,3,2008,WR,0.03
2062,5,,1986-11-21,2013,,,,,39,,,Kyle Bosworth,LB,,,,2,,,2011,0,,,,,,29,,,,LB,0.72
2063,23,,1990-05-08,2016,,,,,50,50,,Lane Johnson,OT,,,,,,,2013,,,,,,,,4,1,2008,OL,0.0
2064,42,,1984-12-23,2014,,,,,126,,12,Bernard Pollard,DB,,,,,,,2006,1,,,,,,180,54,2,2008,DB,0.16
2065,15,57.9,1983-10-14,2015,,,,341.6,34,,30,Brandon Weeden,QB,6-19-0,,,,,,2012,31,,,,6.7,,6462,22,1,2008,QB,0.12
2066,80,,1983-03-22,2016,18,,,,149,,,Thomas Davis,LB,,,,,,25.5,2005,,698,,,,,,14,1,2008,LB,0.32
2068,17,,1985-06-29,2016,,,,285.8,66,,,Dennis Pitta,TE,,224,,,,,2010,13,,,,,9.4,2098,114,4,2008,TE,0.46
2069,13,60.3,1987-09-05,2015,,,,322.2,34,,23,Colt McCoy,QB,7-18-0,,,,,,2010,26,,,,6.6,,5586,85,3,2008,QB,0.11
2070,0,,1992-08-24,2015,,,,5.2,5,,5,Josh Robinson,RB,,,,,17,,2015,0,,,,2.3,,39,205,6,2008,RB,0.0
2075,14,,1991-06-05,2016,,,,,49,36,,Josh Evans,FS,,,,,,,2013,,,,,,,,169,6,2008,DB,0.02
2076,2,,1989-10-22,2015,,,,23.8,18,,,LaMichael James,RB,,,,,44,,2012,0,,,,4.4,,193,61,2,2008,RB,0.09
2077,0,,1991-11-20,2015,,,,,6,,,James Morris,ILB,,,,,,,2015,,,,,,,,,,,LB,0.56
2078,26,,1984-08-02,2015,,,,,61,,12,Brandon Browner,CB,,,,,,,2011,2,,,,,,340,,,,DB,0.28
2079,1,,1985-12-11,2012,,,,,19,,,Tyrone McKenzie,LB,,,,,,,2010,,,,,,,,,,,LB,0.5
2080,2,,1986-09-20,2011,,,,,9,5,,Kevin Thomas,DB,,,,,,,2011,,,,,,,,,,,DB,1.0
2081,22,,1987-04-26,2015,2,,,,104,,,Vance Walker,DT,,,,,,12.0,2009,,116,,,,,,210,7,2008,DL,0.19
2082,38,,1983-09-14,2016,8,,,,126,,,Frostee Rucker,DE,,,,,,20.0,2007,,156,,,,,,,,,DL,0.11
2083,9,,1980-06-27,2010,0,,,,88,,,Craig Terrill,DT,,,,,,8.0,2004,,72,,,,,,189,6,2008,DL,0.06
2084,39,,1981-05-16,2015,3,,,,136,,,Dwan Edwards,DT,,,,,,19.5,2004,,222,,,,,,51,2,2008,DL,0.2
2085,21,,1993-06-14,2016,,,,346.8,37,,,Sammy Watkins,WR,,153,,,,,2014,17,,,,,16.1,2459,4,1,2008,WR,0.23
2086,0,,1990-04-12,2014,,,,,4,,,Stanley Jean-Baptiste,CB,,,,,,,2014,,,,,,,,58,2,2008,DB,1.0
2091,14,,1979-01-08,2009,,,,,79,20,,D.D. Lewis,LB,,,,,,,2002,,,,,,,,,,,LB,0.19
2092,2,,1985-01-20,2009,,,,,20,2,,Ali Highsmith,LB,,,,,,,2008,,,,,,,,,,,LB,0.0
2093,2,,1986-01-16,2009,,,,,28,,,Jordon Dizon,LB,,,,,,,2008,,,,,,,,45,2,2008,LB,0.5
2094,0,,1983-01-28,2009,,,,,2,,,Titus Adams,DT,,,,,,,2009,,,,,,,,,,,DL,1.0
2095,18,,1983-06-08,2009,3,,,,47,,,Gaines Adams,DE,,,,,,13.5,2007,,67,,,,,,4,1,2008,DL,0.0
2096,1,,1985-12-24,2009,,,,21.6,16,,,James Hardy,WR,,10,,,,,2008,2,,,,,9.6,96,41,2,2008,WR,0.69
2097,1,,1986-08-11,2009,,,,,8,,,Jonathan Luigs,C,,,,,,,2009,,,,,,,,106,4,2008,OL,0.12
2098,19,,1980-05-22,2009,2,,,,98,,,Chaun Thompson,LB,,,,,,11.5,2003,,165,,,,,,52,2,2008,LB,0.75
2099,5,,1986-01-14,2009,2,,,,29,,,Victor Abiamiri,DE,,,,,,4.0,2007,,20,,,,,,57,2,2008,DL,0.73
2100,0,,1980-12-10,2009,,,,,36,,,Justin Jenkins,WR,,,,3,,,2007,0,,,,,,45,,,,WR,0.06
2101,84,,1977-06-14,2009,,,,,137,,26,Chris McAlister,DB,,,,,,,1999,5,,,,,,486,,,,DB,0.0
2102,1,,1985-08-09,2009,,,,,15,,,David Roach,DB,,,,,,,2009,,,,,,,,,,,DB,0.06
